Year,Area Name,Age,Total Population
2022,Cochran,08 Years,48
2022,Cochran,09 Years,23
2022,Cochran,10 Years,29
2022,Cochran,11 Years,30
2022,Cochran,12 Years,58
2022,Cochran,13 Years,34
2022,Cochran,14 Years,38
2022,Cochran,15 Years,46
2022,Cochran,16 Years,46
2022,Cochran,17 Years,48
2022,Cochran,18 Years,44
2022,Cochran,19 Years,49
2022,Cochran,20 Years,27
2022,Cochran,21 Years,39
2022,Cochran,22 Years,23
2022,Cochran,23 Years,44
2022,Cochran,24 Years,10
2022,Cochran,25 Years,9
2022,Cochran,26 Years,46
2022,Cochran,27 Years,19
2022,Cochran,28 Years,40
2022,Cochran,29 Years,23
2022,Cochran,30 Years,17
2022,Cochran,31 Years,33
2022,Cochran,32 Years,38
2022,Cochran,33 Years,39
2022,Cochran,34 Years,24
2022,Cochran,35 Years,16
2022,Cochran,36 Years,21
2022,Cochran,37 Years,54
2022,Cochran,38 Years,39
2022,Cochran,39 Years,25
2022,Cochran,40 Years,36
2022,Cochran,41 Years,24
2022,Cochran,42 Years,24
2022,Cochran,43 Years,18
2022,Cochran,44 Years,42
2022,Cochran,45 Years,15
2022,Cochran,46 Years,15
2022,Cochran,47 Years,21
2022,Cochran,48 Years,18
2022,Cochran,49 Years,24
2022,Cochran,50 Years,22
2022,Cochran,51 Years,40
2022,Cochran,52 Years,26
2022,Cochran,53 Years,22
2022,Cochran,54 Years,42
2022,Cochran,55 Years,17
2022,Cochran,56 Years,24
2022,Cochran,57 Years,44
2022,Cochran,58 Years,29
2022,Cochran,59 Years,22
2022,Cochran,60 Years,53
2022,Cochran,61 Years,22
2022,Cochran,62 Years,29
2022,Cochran,63 Years,20
2022,Cochran,64 Years,36
2022,Cochran,65 Years,24
2022,Cochran,66 Years,31
2022,Cochran,67 Years,17
2022,Cochran,68 Years,53
2022,Cochran,69 Years,29
2022,Cochran,70 Years,26
2022,Cochran,71 Years,20
2022,Cochran,72 Years,36
2022,Cochran,73 Years,12
2022,Cochran,74 Years,26
2022,Cochran,75 Years,12
2022,Cochran,76 Years,18
2022,Cochran,77 Years,13
2022,Cochran,78 Years,9
2022,Cochran,79 Years,21
2022,Cochran,80 Years,10
2022,Cochran,81 Years,14
2022,Cochran,82 Years,14
2022,Cochran,83 Years,11
2022,Cochran,84 Years,6
2022,Cochran,85 Years,7
2022,Cochran,86 Years,15
2022,Cochran,87 Years,10
2022,Cochran,88 Years,10
2022,Cochran,89 Years,3
2022,Cochran,90 Years,6
2022,Cochran,91 Years,2
2022,Cochran,92 Years,4
2022,Cochran,93 Years,0
2022,Cochran,94 Years,6
2022,Cochran,95+ Years,4
2022,Collin,< 01 Year,"13,158"
2022,Collin,01 Years,"12,777"
2022,Collin,02 Years,"12,298"
2022,Collin,03 Years,"12,741"
2022,Collin,04 Years,"13,684"
2022,Collin,05 Years,"14,528"
2022,Collin,06 Years,"15,438"
2022,Collin,07 Years,"15,829"
2022,Collin,08 Years,"16,262"
2022,Collin,09 Years,"16,856"
2022,Collin,10 Years,"17,066"
2022,Collin,11 Years,"17,288"
2022,Collin,12 Years,"17,813"
2022,Collin,13 Years,"18,155"
2022,Collin,14 Years,"19,060"
2022,Collin,15 Years,"19,325"
2022,Collin,16 Years,"19,266"
2022,Collin,17 Years,"19,000"
2022,Collin,18 Years,"18,789"
2022,Collin,19 Years,"18,117"
2022,Collin,20 Years,"17,211"
2022,Collin,21 Years,"15,899"
2022,Collin,22 Years,"15,295"
2022,Collin,23 Years,"14,551"
2022,Collin,24 Years,"14,228"
2022,Collin,25 Years,"13,987"
2022,Collin,26 Years,"14,082"
2022,Collin,27 Years,"14,830"
2022,Collin,28 Years,"13,528"
2022,Collin,29 Years,"14,210"
2022,Collin,30 Years,"14,538"
2022,Collin,31 Years,"14,709"
2022,Collin,32 Years,"16,172"
2022,Collin,33 Years,"14,708"
2022,Collin,34 Years,"15,670"
2022,Collin,35 Years,"15,355"
2022,Collin,36 Years,"16,177"
2022,Collin,37 Years,"17,495"
2022,Collin,38 Years,"16,742"
2022,Collin,39 Years,"17,093"
2022,Collin,40 Years,"17,377"
2022,Collin,41 Years,"17,264"
2022,Collin,42 Years,"18,780"
2022,Collin,43 Years,"17,025"
2022,Collin,44 Years,"17,421"
2022,Collin,45 Years,"17,031"
2022,Collin,46 Years,"17,142"
2022,Collin,47 Years,"18,235"
2022,Collin,48 Years,"16,883"
2022,Collin,49 Years,"17,011"
2022,Collin,50 Years,"17,644"
2022,Collin,51 Years,"17,969"
2022,Collin,52 Years,"17,832"
2022,Collin,53 Years,"16,003"
2022,Collin,54 Years,"14,770"
2022,Collin,55 Years,"14,061"
2022,Collin,56 Years,"13,884"
2022,Collin,57 Years,"14,916"
2022,Collin,58 Years,"14,584"
2022,Collin,59 Years,"14,009"
2022,Collin,60 Years,"13,326"
2022,Collin,61 Years,"12,806"
2022,Collin,62 Years,"12,654"
2022,Collin,63 Years,"11,514"
2022,Collin,64 Years,"10,841"
2022,Collin,65 Years,"10,304"
2022,Collin,66 Years,"9,606"
2022,Collin,67 Years,"9,607"
2022,Collin,68 Years,"8,701"
2022,Collin,69 Years,"8,520"
2022,Collin,70 Years,"7,812"
2022,Collin,71 Years,"7,447"
2022,Collin,72 Years,"7,486"
2022,Collin,73 Years,"7,008"
2022,Collin,74 Years,"7,230"
2022,Collin,75 Years,"7,078"
2022,Collin,76 Years,"5,136"
2022,Collin,77 Years,"4,969"
2022,Collin,78 Years,"4,817"
2022,Collin,79 Years,"4,574"
2022,Collin,80 Years,"3,982"
2022,Collin,81 Years,"3,401"
2022,Collin,82 Years,"2,995"
2022,Collin,83 Years,"2,644"
2022,Collin,84 Years,"2,287"
2022,Collin,85 Years,"2,069"
2022,Collin,86 Years,"2,017"
2022,Collin,87 Years,"1,485"
2022,Collin,88 Years,"1,318"
2022,Collin,89 Years,"1,145"
2022,Collin,90 Years,853
2022,Collin,91 Years,842
2022,Collin,92 Years,742
2022,Collin,93 Years,511
2022,Collin,94 Years,441
2022,Collin,95+ Years,"1,243"
2022,Dallam,< 01 Year,156
2022,Dallam,01 Years,178
2022,Dallam,02 Years,111
2022,Dallam,03 Years,129
2022,Dallam,04 Years,127
2022,Dallam,05 Years,117
2022,Dallam,06 Years,119
2022,Dallam,07 Years,107
2022,Dallam,08 Years,142
2022,Dallam,09 Years,101
2022,Dallam,10 Years,118
2022,Dallam,11 Years,94
2022,Dallam,12 Years,108
2022,Dallam,13 Years,103
2022,Dallam,14 Years,119
2022,Dallam,15 Years,134
2022,Dallam,16 Years,85
2022,Dallam,17 Years,92
2022,Dallam,18 Years,106
2022,Dallam,19 Years,132
2022,Dallam,20 Years,89
2022,Dallam,21 Years,82
2022,Dallam,22 Years,73
2022,Dallam,23 Years,76
2022,Dallam,24 Years,96
2022,Dallam,25 Years,107
2022,Dallam,26 Years,91
2022,Dallam,27 Years,153
2022,Dallam,28 Years,84
2022,Dallam,29 Years,91
2022,Dallam,30 Years,99
2022,Dallam,31 Years,165
2022,Dallam,32 Years,138
2022,Dallam,33 Years,69
2022,Dallam,34 Years,95
2022,Dallam,35 Years,120
2022,Dallam,36 Years,99
2022,Dallam,37 Years,101
2022,Dallam,38 Years,105
2022,Dallam,39 Years,87
2022,Dallam,40 Years,94
2022,Dallam,41 Years,81
2022,Dallam,42 Years,107
2022,Dallam,43 Years,72
2022,Dallam,44 Years,59
2022,Dallam,45 Years,83
2022,Dallam,46 Years,65
2022,Dallam,47 Years,76
2022,Dallam,48 Years,58
2022,Dallam,49 Years,80
2022,Dallam,50 Years,80
2022,Dallam,51 Years,116
2022,Dallam,52 Years,112
2022,Dallam,53 Years,58
2022,Dallam,54 Years,90
2022,Dallam,55 Years,40
2022,Dallam,56 Years,81
2022,Dallam,57 Years,83
2022,Dallam,58 Years,75
2022,Dallam,59 Years,99
2022,Dallam,60 Years,79
2022,Dallam,61 Years,70
2022,Dallam,62 Years,58
2022,Dallam,63 Years,67
2022,Dallam,64 Years,74
2022,Dallam,65 Years,43
2022,Dallam,66 Years,38
2022,Dallam,67 Years,44
2022,Dallam,68 Years,77
2022,Dallam,69 Years,92
2022,Dallam,70 Years,37
2022,Dallam,71 Years,49
2022,Dallam,72 Years,54
2022,Dallam,73 Years,44
2022,Dallam,74 Years,27
2022,Dallam,75 Years,37
2022,Dallam,76 Years,43
2022,Dallam,77 Years,22
2022,Dallam,78 Years,29
2022,Dallam,79 Years,18
2022,Dallam,80 Years,22
2022,Dallam,81 Years,54
2022,Dallam,82 Years,20
2022,Dallam,83 Years,7
2022,Dallam,84 Years,12
2022,Dallam,85 Years,14
2022,Dallam,86 Years,20
2022,Dallam,87 Years,4
2022,Dallam,88 Years,7
2022,Dallam,89 Years,2
2022,Dallam,90 Years,4
2022,Dallam,91 Years,1
2022,Dallam,92 Years,0
2022,Dallam,93 Years,4
2022,Dallam,94 Years,2
2022,Dallam,95+ Years,1
2022,Dawson,< 01 Year,161
2022,Dawson,01 Years,176
2022,Dawson,02 Years,161
2022,Dawson,03 Years,128
2022,Dawson,04 Years,148
2022,Dawson,05 Years,156
2022,Dawson,06 Years,166
2022,Dawson,07 Years,143
2022,Dawson,08 Years,158
2022,Dawson,09 Years,157
2022,Dawson,10 Years,148
2022,Dawson,11 Years,157
2022,Dawson,12 Years,185
2022,Dawson,13 Years,194
2022,Dawson,14 Years,173
2022,Dawson,15 Years,200
2022,Dawson,16 Years,161
2022,Dawson,17 Years,164
2022,Dawson,18 Years,157
2022,Dawson,19 Years,154
2022,Dawson,20 Years,166
2022,Dawson,21 Years,182
2022,Dawson,22 Years,127
2022,Dawson,23 Years,138
2022,Dawson,24 Years,135
2022,Dawson,25 Years,154
2022,Dawson,26 Years,188
2022,Dawson,27 Years,184
2022,Dawson,28 Years,134
2022,Dawson,29 Years,187
2022,Dawson,30 Years,178
2022,Dawson,31 Years,147
2022,Dawson,32 Years,198
2022,Dawson,33 Years,150
2022,Dawson,34 Years,173
2022,Dawson,35 Years,174
2022,Dawson,36 Years,140
2022,Dawson,37 Years,181
2022,Dawson,38 Years,158
2022,Dawson,39 Years,180
2022,Dawson,40 Years,156
2022,Dawson,41 Years,139
2022,Dawson,42 Years,189
2022,Dawson,43 Years,145
2022,Dawson,44 Years,135
2022,Dawson,45 Years,102
2022,Dawson,46 Years,136
2022,Dawson,47 Years,122
2022,Dawson,48 Years,145
2022,Dawson,49 Years,158
2022,Dawson,50 Years,141
2022,Dawson,51 Years,105
2022,Dawson,52 Years,131
2022,Dawson,53 Years,144
2022,Dawson,54 Years,127
2022,Dawson,55 Years,165
2022,Dawson,56 Years,109
2022,Dawson,57 Years,161
2022,Dawson,58 Years,161
2022,Dawson,59 Years,125
2022,Dawson,60 Years,136
2022,Dawson,61 Years,156
2022,Dawson,62 Years,166
2022,Dawson,63 Years,124
2022,Dawson,64 Years,139
2022,Dawson,65 Years,142
2022,Dawson,66 Years,136
2022,Dawson,67 Years,123
2022,Dawson,68 Years,154
2022,Dawson,69 Years,125
2022,Dawson,70 Years,123
2022,Dawson,71 Years,132
2022,Dawson,72 Years,95
2022,Dawson,73 Years,94
2022,Dawson,74 Years,96
2022,Dawson,75 Years,99
2022,Dawson,76 Years,83
2022,Dawson,77 Years,72
2022,Dawson,78 Years,76
2022,Dawson,79 Years,82
2022,Dawson,80 Years,48
2022,Dawson,81 Years,34
2022,Dawson,82 Years,46
2022,Dawson,83 Years,49
2022,Dawson,84 Years,30
2022,Dawson,85 Years,47
2022,Dawson,86 Years,73
2022,Dawson,87 Years,42
2022,Dawson,88 Years,40
2022,Dawson,89 Years,10
2022,Dawson,90 Years,16
2022,Dawson,91 Years,15
2022,Dawson,92 Years,14
2022,Dawson,93 Years,2
2022,Dawson,94 Years,9
2022,Dawson,95+ Years,12
2022,Eastland,< 01 Year,213
2022,Eastland,01 Years,213
2022,Eastland,02 Years,212
2022,Eastland,03 Years,185
2022,Eastland,04 Years,182
2022,Eastland,05 Years,221
2022,Eastland,06 Years,206
2022,Eastland,07 Years,215
2022,Eastland,08 Years,204
2022,Eastland,09 Years,213
2022,Eastland,10 Years,186
2022,Eastland,11 Years,182
2022,Eastland,12 Years,244
2022,Eastland,13 Years,192
2022,Eastland,14 Years,232
2022,Eastland,15 Years,207
2022,Eastland,16 Years,248
2022,Eastland,17 Years,215
2022,Eastland,18 Years,250
2022,Eastland,19 Years,487
2022,Eastland,20 Years,417
2022,Eastland,21 Years,233
2022,Eastland,22 Years,222
2022,Eastland,23 Years,189
2022,Eastland,24 Years,183
2022,Eastland,25 Years,154
2022,Eastland,26 Years,235
2022,Eastland,27 Years,184
2022,Eastland,28 Years,161
2022,Eastland,29 Years,146
2022,Eastland,30 Years,182
2022,Eastland,31 Years,183
2022,Eastland,32 Years,179
2022,Eastland,33 Years,202
2022,Eastland,34 Years,167
2022,Eastland,35 Years,138
2022,Eastland,36 Years,187
2022,Eastland,37 Years,220
2022,Eastland,38 Years,167
2022,Eastland,39 Years,152
2022,Eastland,40 Years,217
2022,Eastland,41 Years,194
2022,Eastland,42 Years,195
2022,Eastland,43 Years,215
2022,Eastland,44 Years,180
2022,Eastland,45 Years,170
2022,Eastland,46 Years,196
2022,Eastland,47 Years,181
2022,Eastland,48 Years,182
2022,Eastland,49 Years,152
2022,Eastland,50 Years,203
2022,Eastland,51 Years,207
2022,Eastland,52 Years,222
2022,Eastland,53 Years,213
2022,Eastland,54 Years,175
2022,Eastland,55 Years,173
2022,Eastland,56 Years,227
2022,Eastland,57 Years,253
2022,Eastland,58 Years,189
2022,Eastland,59 Years,232
2022,Eastland,60 Years,283
2022,Eastland,61 Years,284
2022,Eastland,62 Years,293
2022,Eastland,63 Years,295
2022,Eastland,64 Years,288
2022,Eastland,65 Years,267
2022,Eastland,66 Years,274
2022,Eastland,67 Years,270
2022,Eastland,68 Years,208
2022,Eastland,69 Years,223
2022,Eastland,70 Years,234
2022,Eastland,71 Years,229
2022,Eastland,72 Years,206
2022,Eastland,73 Years,188
2022,Eastland,74 Years,222
2022,Eastland,75 Years,239
2022,Eastland,76 Years,169
2022,Eastland,77 Years,188
2022,Eastland,78 Years,134
2022,Eastland,79 Years,159
2022,Eastland,80 Years,143
2022,Eastland,81 Years,101
2022,Eastland,82 Years,115
2022,Eastland,83 Years,136
2022,Eastland,84 Years,105
2022,Eastland,85 Years,69
2022,Eastland,86 Years,68
2022,Eastland,87 Years,69
2022,Eastland,88 Years,31
2022,Eastland,89 Years,39
2022,Eastland,90 Years,22
2022,Eastland,91 Years,46
2022,Eastland,92 Years,24
2022,Eastland,93 Years,20
2022,Eastland,94 Years,2
2022,Eastland,95+ Years,3
2022,Ector,< 01 Year,"2,881"
2022,Ector,01 Years,"2,760"
2022,Ector,02 Years,"2,402"
2022,Ector,03 Years,"2,353"
2022,Ector,04 Years,"2,382"
2022,Ector,05 Years,"2,443"
2022,Ector,06 Years,"2,501"
2022,Ector,07 Years,"2,730"
2022,Ector,08 Years,"2,674"
2022,Ector,09 Years,"2,625"
2022,Ector,10 Years,"2,576"
2022,Ector,11 Years,"2,494"
2022,Ector,12 Years,"2,759"
2022,Ector,13 Years,"2,700"
2022,Ector,14 Years,"2,672"
2022,Ector,15 Years,"2,781"
2022,Ector,16 Years,"2,561"
2022,Ector,17 Years,"2,542"
2022,Ector,18 Years,"2,593"
2022,Ector,19 Years,"2,485"
2022,Ector,20 Years,"2,533"
2022,Ector,21 Years,"2,391"
2022,Ector,22 Years,"2,408"
2022,Ector,23 Years,"2,452"
2022,Ector,24 Years,"2,245"
2022,Ector,25 Years,"2,294"
2022,Ector,26 Years,"2,164"
2022,Ector,27 Years,"2,639"
2022,Ector,28 Years,"2,401"
2022,Ector,29 Years,"2,558"
2022,Ector,30 Years,"2,740"
2022,Ector,31 Years,"2,690"
2022,Ector,32 Years,"3,224"
2022,Ector,33 Years,"2,545"
2022,Ector,34 Years,"2,662"
2022,Ector,35 Years,"2,624"
2022,Ector,36 Years,"2,485"
2022,Ector,37 Years,"2,935"
2022,Ector,38 Years,"2,369"
2022,Ector,39 Years,"2,412"
2022,Ector,40 Years,"2,313"
2022,Ector,41 Years,"2,249"
2022,Ector,42 Years,"2,443"
2022,Ector,43 Years,"1,979"
2022,Ector,44 Years,"1,986"
2022,Ector,45 Years,"1,877"
2022,Ector,46 Years,"1,822"
2022,Ector,47 Years,"2,151"
2022,Ector,48 Years,"1,742"
2022,Ector,49 Years,"1,803"
2022,Ector,50 Years,"1,894"
2022,Ector,51 Years,"1,953"
2022,Ector,52 Years,"2,042"
2022,Ector,53 Years,"1,695"
2022,Ector,54 Years,"1,802"
2022,Ector,55 Years,"1,658"
2022,Ector,56 Years,"1,747"
2022,Ector,57 Years,"1,967"
2022,Ector,58 Years,"1,872"
2022,Ector,59 Years,"1,783"
2022,Ector,60 Years,"1,751"
2022,Ector,61 Years,"1,788"
2022,Ector,62 Years,"1,872"
2022,Ector,63 Years,"1,752"
2022,Ector,64 Years,"1,684"
2022,Ector,65 Years,"1,641"
2022,Ector,66 Years,"1,500"
2022,Ector,67 Years,"1,519"
2022,Ector,68 Years,"1,303"
2022,Ector,69 Years,"1,259"
2022,Ector,70 Years,"1,163"
2022,Ector,71 Years,959
2022,Ector,72 Years,"1,065"
2022,Ector,73 Years,847
2022,Ector,74 Years,923
2022,Ector,75 Years,769
2022,Ector,76 Years,613
2022,Ector,77 Years,594
2022,Ector,78 Years,595
2022,Ector,79 Years,548
2022,Ector,80 Years,442
2022,Ector,81 Years,422
2022,Ector,82 Years,375
2022,Ector,83 Years,346
2022,Ector,84 Years,403
2022,Ector,85 Years,248
2022,Ector,86 Years,288
2022,Ector,87 Years,302
2022,Ector,88 Years,179
2022,Ector,89 Years,200
2022,Ector,90 Years,165
2022,Ector,91 Years,107
2022,Ector,92 Years,120
2022,Ector,93 Years,119
2022,Ector,94 Years,96
2022,Ector,95+ Years,200
2022,El Paso,< 01 Year,"11,228"
2022,El Paso,01 Years,"10,993"
2022,El Paso,02 Years,"10,042"
2022,El Paso,03 Years,"10,003"
2022,El Paso,04 Years,"10,532"
2022,El Paso,05 Years,"11,128"
2022,El Paso,06 Years,"11,607"
2022,El Paso,07 Years,"11,852"
2022,El Paso,08 Years,"11,776"
2022,El Paso,09 Years,"11,917"
2022,El Paso,10 Years,"12,024"
2022,El Paso,11 Years,"12,083"
2022,El Paso,12 Years,"12,711"
2022,El Paso,13 Years,"13,106"
2022,El Paso,14 Years,"13,499"
2022,El Paso,15 Years,"13,789"
2022,El Paso,16 Years,"13,798"
2022,El Paso,17 Years,"13,832"
2022,El Paso,18 Years,"14,122"
2022,El Paso,19 Years,"14,570"
2022,El Paso,20 Years,"14,721"
2022,El Paso,21 Years,"15,234"
2022,El Paso,22 Years,"14,347"
2022,El Paso,23 Years,"14,288"
2022,El Paso,24 Years,"13,944"
2022,El Paso,25 Years,"13,420"
2022,El Paso,26 Years,"13,397"
2022,El Paso,27 Years,"13,571"
2022,El Paso,28 Years,"12,841"
2022,El Paso,29 Years,"13,091"
2022,El Paso,30 Years,"12,810"
2022,El Paso,31 Years,"12,247"
2022,El Paso,32 Years,"12,517"
2022,El Paso,33 Years,"11,238"
2022,El Paso,34 Years,"10,998"
2022,El Paso,35 Years,"11,024"
2022,El Paso,36 Years,"10,943"
2022,El Paso,37 Years,"11,624"
2022,El Paso,38 Years,"10,569"
2022,El Paso,39 Years,"10,410"
2022,El Paso,40 Years,"10,546"
2022,El Paso,41 Years,"10,060"
2022,El Paso,42 Years,"10,581"
2022,El Paso,43 Years,"9,022"
2022,El Paso,44 Years,"9,468"
2022,El Paso,45 Years,"9,776"
2022,El Paso,46 Years,"9,670"
2022,El Paso,47 Years,"10,535"
2022,El Paso,48 Years,"9,794"
2022,El Paso,49 Years,"10,515"
2022,El Paso,50 Years,"10,340"
2022,El Paso,51 Years,"10,219"
2022,El Paso,52 Years,"10,734"
2022,El Paso,53 Years,"9,529"
2022,El Paso,54 Years,"9,569"
2022,El Paso,55 Years,"9,503"
2022,El Paso,56 Years,"9,519"
2022,El Paso,57 Years,"10,161"
2022,El Paso,58 Years,"9,834"
2022,El Paso,59 Years,"9,858"
2022,El Paso,60 Years,"9,981"
2022,El Paso,61 Years,"9,964"
2022,El Paso,62 Years,"10,409"
2022,El Paso,63 Years,"9,424"
2022,El Paso,64 Years,"9,261"
2022,El Paso,65 Years,"8,889"
2022,El Paso,66 Years,"8,657"
2022,El Paso,67 Years,"8,630"
2022,El Paso,68 Years,"7,835"
2022,El Paso,69 Years,"7,496"
2022,El Paso,70 Years,"7,075"
2022,El Paso,71 Years,"6,733"
2022,El Paso,72 Years,"6,527"
2022,El Paso,73 Years,"6,021"
2022,El Paso,74 Years,"5,925"
2022,El Paso,75 Years,"5,537"
2022,El Paso,76 Years,"4,452"
2022,El Paso,77 Years,"4,192"
2022,El Paso,78 Years,"3,966"
2022,El Paso,79 Years,"3,642"
2022,El Paso,80 Years,"3,402"
2022,El Paso,81 Years,"3,112"
2022,El Paso,82 Years,"3,115"
2022,El Paso,83 Years,"2,644"
2022,El Paso,84 Years,"2,478"
2022,El Paso,85 Years,"2,229"
2022,El Paso,86 Years,"2,001"
2022,El Paso,87 Years,"1,864"
2022,El Paso,88 Years,"1,568"
2022,El Paso,89 Years,"1,358"
2022,El Paso,90 Years,"1,235"
2022,El Paso,91 Years,"1,109"
2022,El Paso,92 Years,"1,091"
2022,El Paso,93 Years,792
2022,El Paso,94 Years,644
2022,El Paso,95+ Years,"1,895"
2022,Erath,< 01 Year,500
2022,Erath,01 Years,459
2022,Erath,02 Years,402
2022,Erath,03 Years,459
2022,Erath,04 Years,459
2022,Erath,05 Years,474
2022,Erath,06 Years,470
2022,Erath,07 Years,510
2022,Erath,08 Years,516
2022,Erath,09 Years,519
2022,Erath,10 Years,506
2022,Erath,11 Years,474
2022,Erath,12 Years,502
2022,Erath,13 Years,507
2022,Erath,14 Years,501
2022,Erath,15 Years,561
2022,Erath,16 Years,522
2022,Erath,17 Years,477
2022,Erath,18 Years,"1,112"
2022,Erath,19 Years,"2,090"
2022,Erath,20 Years,"1,729"
2022,Erath,21 Years,"1,371"
2022,Erath,22 Years,"1,156"
2022,Erath,23 Years,891
2022,Erath,24 Years,733
2022,Erath,25 Years,536
2022,Erath,26 Years,592
2022,Erath,27 Years,608
2022,Erath,28 Years,505
2022,Erath,29 Years,559
2022,Erath,30 Years,557
2022,Erath,31 Years,559
2022,Erath,32 Years,548
2022,Erath,33 Years,503
2022,Erath,34 Years,516
2022,Erath,35 Years,509
2022,Erath,36 Years,429
2022,Erath,37 Years,530
2022,Erath,38 Years,454
2022,Erath,39 Years,456
2022,Erath,40 Years,423
2022,Erath,41 Years,499
2022,Erath,42 Years,459
2022,Erath,43 Years,418
2022,Erath,44 Years,435
2022,Erath,45 Years,424
2022,Erath,46 Years,359
2022,Erath,47 Years,438
2022,Erath,48 Years,371
2022,Erath,49 Years,386
2022,Erath,50 Years,400
2022,Erath,51 Years,392
2022,Erath,52 Years,472
2022,Erath,53 Years,399
2022,Erath,54 Years,352
2022,Erath,55 Years,465
2022,Erath,56 Years,426
2022,Erath,57 Years,467
2022,Erath,58 Years,477
2022,Erath,59 Years,407
2022,Erath,60 Years,475
2022,Erath,61 Years,460
2022,Erath,62 Years,505
2022,Erath,63 Years,477
2022,Erath,64 Years,451
2022,Erath,65 Years,432
2022,Erath,66 Years,453
2022,Erath,67 Years,444
2022,Erath,68 Years,453
2022,Erath,69 Years,394
2022,Erath,70 Years,363
2022,Erath,71 Years,347
2022,Erath,72 Years,371
2022,Erath,73 Years,342
2022,Erath,74 Years,410
2022,Erath,75 Years,380
2022,Erath,76 Years,242
2022,Erath,77 Years,245
2022,Erath,78 Years,276
2022,Erath,79 Years,223
2022,Erath,80 Years,176
2022,Erath,81 Years,172
2022,Erath,82 Years,158
2022,Erath,83 Years,124
2022,Erath,84 Years,129
2022,Erath,85 Years,109
2022,Erath,86 Years,108
2022,Erath,87 Years,95
2022,Erath,88 Years,119
2022,Erath,89 Years,45
2022,Erath,90 Years,75
2022,Erath,91 Years,61
2022,Erath,92 Years,45
2022,Erath,93 Years,18
2022,Erath,94 Years,54
2022,Erath,95+ Years,71
2022,Fannin,< 01 Year,366
2022,Fannin,01 Years,388
2022,Fannin,02 Years,358
2022,Fannin,03 Years,315
2022,Fannin,04 Years,365
2022,Fannin,05 Years,387
2022,Fannin,06 Years,419
2022,Fannin,07 Years,440
2022,Fannin,08 Years,414
2022,Fannin,09 Years,462
2022,Fannin,10 Years,394
2022,Fannin,11 Years,459
2022,Fannin,12 Years,450
2022,Fannin,13 Years,477
2022,Fannin,14 Years,504
2022,Fannin,15 Years,488
2022,Fannin,16 Years,514
2022,Fannin,17 Years,515
2022,Fannin,18 Years,489
2022,Fannin,19 Years,488
2022,Fannin,20 Years,472
2022,Fannin,21 Years,477
2022,Fannin,22 Years,411
2022,Fannin,23 Years,407
2022,Fannin,24 Years,390
2022,Fannin,25 Years,391
2022,Fannin,26 Years,462
2022,Fannin,27 Years,478
2022,Fannin,28 Years,454
2022,Fannin,29 Years,444
2022,Fannin,30 Years,442
2022,Fannin,31 Years,475
2022,Fannin,32 Years,497
2022,Fannin,33 Years,466
2022,Fannin,34 Years,446
2022,Fannin,35 Years,460
2022,Fannin,36 Years,457
2022,Fannin,37 Years,529
2022,Fannin,38 Years,475
2022,Fannin,39 Years,533
2022,Fannin,40 Years,482
2022,Fannin,41 Years,472
2022,Fannin,42 Years,550
2022,Fannin,43 Years,465
2022,Fannin,44 Years,411
2022,Fannin,45 Years,435
2022,Fannin,46 Years,367
2022,Fannin,47 Years,481
2022,Fannin,48 Years,449
2022,Fannin,49 Years,434
2022,Fannin,50 Years,435
2022,Fannin,51 Years,425
2022,Fannin,52 Years,461
2022,Fannin,53 Years,424
2022,Fannin,54 Years,478
2022,Fannin,55 Years,466
2022,Fannin,56 Years,461
2022,Fannin,57 Years,567
2022,Fannin,58 Years,495
2022,Fannin,59 Years,530
2022,Fannin,60 Years,500
2022,Fannin,61 Years,537
2022,Fannin,62 Years,589
2022,Fannin,63 Years,501
2022,Fannin,64 Years,496
2022,Fannin,65 Years,476
2022,Fannin,66 Years,461
2022,Fannin,67 Years,456
2022,Fannin,68 Years,416
2022,Fannin,69 Years,407
2022,Fannin,70 Years,404
2022,Fannin,71 Years,366
2022,Fannin,72 Years,408
2022,Fannin,73 Years,413
2022,Fannin,74 Years,359
2022,Fannin,75 Years,369
2022,Fannin,76 Years,261
2022,Fannin,77 Years,320
2022,Fannin,78 Years,261
2022,Fannin,79 Years,225
2022,Fannin,80 Years,237
2022,Fannin,81 Years,184
2022,Fannin,82 Years,208
2022,Fannin,83 Years,156
2022,Fannin,84 Years,148
2022,Fannin,85 Years,130
2022,Fannin,86 Years,117
2022,Fannin,87 Years,127
2022,Fannin,88 Years,82
2022,Fannin,89 Years,81
2022,Fannin,90 Years,38
2022,Fannin,91 Years,47
2022,Fannin,92 Years,40
2022,Fannin,93 Years,46
2022,Fannin,94 Years,23
2022,Fannin,95+ Years,56
2022,Gaines,< 01 Year,445
2022,Gaines,01 Years,451
2022,Gaines,02 Years,386
2022,Gaines,03 Years,411
2022,Gaines,04 Years,400
2022,Gaines,05 Years,392
2022,Gaines,06 Years,449
2022,Gaines,07 Years,382
2022,Gaines,08 Years,399
2022,Gaines,09 Years,391
2022,Gaines,10 Years,406
2022,Gaines,11 Years,409
2022,Gaines,12 Years,441
2022,Gaines,13 Years,405
2022,Gaines,14 Years,414
2022,Gaines,15 Years,401
2022,Gaines,16 Years,419
2022,Gaines,17 Years,442
2022,Gaines,18 Years,382
2022,Gaines,19 Years,438
2022,Gaines,20 Years,366
2022,Gaines,21 Years,357
2022,Gaines,22 Years,318
