Year,Area Name,Age,Total Population
2019,Collin,42 Years,"16,380"
2019,Collin,43 Years,"16,023"
2019,Collin,44 Years,"16,158"
2019,Collin,45 Years,"17,235"
2019,Collin,46 Years,"15,946"
2019,Collin,47 Years,"16,092"
2019,Collin,48 Years,"16,714"
2019,Collin,49 Years,"17,033"
2019,Collin,50 Years,"16,903"
2019,Collin,51 Years,"15,142"
2019,Collin,52 Years,"13,962"
2019,Collin,53 Years,"13,297"
2019,Collin,54 Years,"13,144"
2019,Collin,55 Years,"14,132"
2019,Collin,56 Years,"13,820"
2019,Collin,57 Years,"13,277"
2019,Collin,58 Years,"12,607"
2019,Collin,59 Years,"12,136"
2019,Collin,60 Years,"12,011"
2019,Collin,61 Years,"10,923"
2019,Collin,62 Years,"10,305"
2019,Collin,63 Years,"9,868"
2019,Collin,64 Years,"9,290"
2019,Collin,65 Years,"9,332"
2019,Collin,66 Years,"8,462"
2019,Collin,67 Years,"8,311"
2019,Collin,68 Years,"7,648"
2019,Collin,69 Years,"7,288"
2019,Collin,70 Years,"7,376"
2019,Collin,71 Years,"6,963"
2019,Collin,72 Years,"7,202"
2019,Collin,73 Years,"6,999"
2019,Collin,74 Years,"5,143"
2019,Collin,75 Years,"5,045"
2019,Collin,76 Years,"4,926"
2019,Collin,77 Years,"4,685"
2019,Collin,78 Years,"4,047"
2019,Collin,79 Years,"3,491"
2019,Collin,80 Years,"3,191"
2019,Collin,81 Years,"2,874"
2019,Collin,82 Years,"2,507"
2019,Collin,83 Years,"2,203"
2019,Collin,84 Years,"2,124"
2019,Collin,85 Years,"1,726"
2019,Collin,86 Years,"1,559"
2019,Collin,87 Years,"1,377"
2019,Collin,88 Years,"1,056"
2019,Collin,89 Years,"1,039"
2019,Collin,90 Years,895
2019,Collin,91 Years,646
2019,Collin,92 Years,565
2019,Collin,93 Years,447
2019,Collin,94 Years,313
2019,Collin,95+ Years,871
2019,Dallam,< 01 Year,114
2019,Dallam,01 Years,129
2019,Dallam,02 Years,131
2019,Dallam,03 Years,120
2019,Dallam,04 Years,121
2019,Dallam,05 Years,109
2019,Dallam,06 Years,146
2019,Dallam,07 Years,104
2019,Dallam,08 Years,121
2019,Dallam,09 Years,97
2019,Dallam,10 Years,112
2019,Dallam,11 Years,104
2019,Dallam,12 Years,122
2019,Dallam,13 Years,138
2019,Dallam,14 Years,88
2019,Dallam,15 Years,94
2019,Dallam,16 Years,108
2019,Dallam,17 Years,135
2019,Dallam,18 Years,93
2019,Dallam,19 Years,82
2019,Dallam,20 Years,74
2019,Dallam,21 Years,77
2019,Dallam,22 Years,99
2019,Dallam,23 Years,109
2019,Dallam,24 Years,91
2019,Dallam,25 Years,155
2019,Dallam,26 Years,82
2019,Dallam,27 Years,93
2019,Dallam,28 Years,100
2019,Dallam,29 Years,167
2019,Dallam,30 Years,143
2019,Dallam,31 Years,71
2019,Dallam,32 Years,97
2019,Dallam,33 Years,122
2019,Dallam,34 Years,101
2019,Dallam,35 Years,104
2019,Dallam,36 Years,110
2019,Dallam,37 Years,90
2019,Dallam,38 Years,98
2019,Dallam,39 Years,85
2019,Dallam,40 Years,112
2019,Dallam,41 Years,74
2019,Dallam,42 Years,63
2019,Dallam,43 Years,85
2019,Dallam,44 Years,68
2019,Dallam,45 Years,80
2019,Dallam,46 Years,62
2019,Dallam,47 Years,83
2019,Dallam,48 Years,84
2019,Dallam,49 Years,121
2019,Dallam,50 Years,118
2019,Dallam,51 Years,62
2019,Dallam,52 Years,96
2019,Dallam,53 Years,42
2019,Dallam,54 Years,86
2019,Dallam,55 Years,88
2019,Dallam,56 Years,79
2019,Dallam,57 Years,103
2019,Dallam,58 Years,83
2019,Dallam,59 Years,74
2019,Dallam,60 Years,60
2019,Dallam,61 Years,70
2019,Dallam,62 Years,80
2019,Dallam,63 Years,47
2019,Dallam,64 Years,40
2019,Dallam,65 Years,44
2019,Dallam,66 Years,80
2019,Dallam,67 Years,97
2019,Dallam,68 Years,37
2019,Dallam,69 Years,51
2019,Dallam,70 Years,55
2019,Dallam,71 Years,47
2019,Dallam,72 Years,30
2019,Dallam,73 Years,38
2019,Dallam,74 Years,44
2019,Dallam,75 Years,23
2019,Dallam,76 Years,32
2019,Dallam,77 Years,21
2019,Dallam,78 Years,22
2019,Dallam,79 Years,57
2019,Dallam,80 Years,25
2019,Dallam,81 Years,10
2019,Dallam,82 Years,16
2019,Dallam,83 Years,18
2019,Dallam,84 Years,27
2019,Dallam,85 Years,6
2019,Dallam,86 Years,8
2019,Dallam,87 Years,2
2019,Dallam,88 Years,6
2019,Dallam,89 Years,1
2019,Dallam,90 Years,1
2019,Dallam,91 Years,4
2019,Dallam,92 Years,2
2019,Dallam,93 Years,0
2019,Dallam,94 Years,6
2019,Dallam,95+ Years,9
2019,Dawson,< 01 Year,166
2019,Dawson,01 Years,134
2019,Dawson,02 Years,153
2019,Dawson,03 Years,161
2019,Dawson,04 Years,171
2019,Dawson,05 Years,150
2019,Dawson,06 Years,161
2019,Dawson,07 Years,160
2019,Dawson,08 Years,154
2019,Dawson,09 Years,162
2019,Dawson,10 Years,191
2019,Dawson,11 Years,199
2019,Dawson,12 Years,180
2019,Dawson,13 Years,205
2019,Dawson,14 Years,165
2019,Dawson,15 Years,169
2019,Dawson,16 Years,165
2019,Dawson,17 Years,160
2019,Dawson,18 Years,141
2019,Dawson,19 Years,155
2019,Dawson,20 Years,140
2019,Dawson,21 Years,142
2019,Dawson,22 Years,135
2019,Dawson,23 Years,134
2019,Dawson,24 Years,191
2019,Dawson,25 Years,180
2019,Dawson,26 Years,137
2019,Dawson,27 Years,209
2019,Dawson,28 Years,183
2019,Dawson,29 Years,165
2019,Dawson,30 Years,203
2019,Dawson,31 Years,158
2019,Dawson,32 Years,189
2019,Dawson,33 Years,191
2019,Dawson,34 Years,147
2019,Dawson,35 Years,179
2019,Dawson,36 Years,181
2019,Dawson,37 Years,196
2019,Dawson,38 Years,158
2019,Dawson,39 Years,153
2019,Dawson,40 Years,201
2019,Dawson,41 Years,156
2019,Dawson,42 Years,152
2019,Dawson,43 Years,115
2019,Dawson,44 Years,133
2019,Dawson,45 Years,113
2019,Dawson,46 Years,150
2019,Dawson,47 Years,170
2019,Dawson,48 Years,148
2019,Dawson,49 Years,120
2019,Dawson,50 Years,138
2019,Dawson,51 Years,136
2019,Dawson,52 Years,134
2019,Dawson,53 Years,184
2019,Dawson,54 Years,115
2019,Dawson,55 Years,172
2019,Dawson,56 Years,166
2019,Dawson,57 Years,129
2019,Dawson,58 Years,157
2019,Dawson,59 Years,175
2019,Dawson,60 Years,174
2019,Dawson,61 Years,130
2019,Dawson,62 Years,146
2019,Dawson,63 Years,140
2019,Dawson,64 Years,133
2019,Dawson,65 Years,135
2019,Dawson,66 Years,160
2019,Dawson,67 Years,126
2019,Dawson,68 Years,139
2019,Dawson,69 Years,143
2019,Dawson,70 Years,100
2019,Dawson,71 Years,102
2019,Dawson,72 Years,105
2019,Dawson,73 Years,112
2019,Dawson,74 Years,90
2019,Dawson,75 Years,83
2019,Dawson,76 Years,83
2019,Dawson,77 Years,91
2019,Dawson,78 Years,59
2019,Dawson,79 Years,41
2019,Dawson,80 Years,50
2019,Dawson,81 Years,54
2019,Dawson,82 Years,39
2019,Dawson,83 Years,54
2019,Dawson,84 Years,83
2019,Dawson,85 Years,52
2019,Dawson,86 Years,47
2019,Dawson,87 Years,16
2019,Dawson,88 Years,27
2019,Dawson,89 Years,23
2019,Dawson,90 Years,23
2019,Dawson,91 Years,5
2019,Dawson,92 Years,16
2019,Dawson,93 Years,9
2019,Dawson,94 Years,9
2019,Dawson,95+ Years,20
2019,Eastland,< 01 Year,208
2019,Eastland,01 Years,180
2019,Eastland,02 Years,179
2019,Eastland,03 Years,218
2019,Eastland,04 Years,202
2019,Eastland,05 Years,210
2019,Eastland,06 Years,200
2019,Eastland,07 Years,209
2019,Eastland,08 Years,181
2019,Eastland,09 Years,178
2019,Eastland,10 Years,238
2019,Eastland,11 Years,189
2019,Eastland,12 Years,227
2019,Eastland,13 Years,199
2019,Eastland,14 Years,240
2019,Eastland,15 Years,210
2019,Eastland,16 Years,232
2019,Eastland,17 Years,239
2019,Eastland,18 Years,275
2019,Eastland,19 Years,443
2019,Eastland,20 Years,342
2019,Eastland,21 Years,202
2019,Eastland,22 Years,191
2019,Eastland,23 Years,156
2019,Eastland,24 Years,241
2019,Eastland,25 Years,180
2019,Eastland,26 Years,157
2019,Eastland,27 Years,144
2019,Eastland,28 Years,181
2019,Eastland,29 Years,179
2019,Eastland,30 Years,175
2019,Eastland,31 Years,197
2019,Eastland,32 Years,162
2019,Eastland,33 Years,136
2019,Eastland,34 Years,184
2019,Eastland,35 Years,215
2019,Eastland,36 Years,164
2019,Eastland,37 Years,150
2019,Eastland,38 Years,213
2019,Eastland,39 Years,192
2019,Eastland,40 Years,193
2019,Eastland,41 Years,209
2019,Eastland,42 Years,176
2019,Eastland,43 Years,168
2019,Eastland,44 Years,193
2019,Eastland,45 Years,177
2019,Eastland,46 Years,178
2019,Eastland,47 Years,149
2019,Eastland,48 Years,199
2019,Eastland,49 Years,205
2019,Eastland,50 Years,216
2019,Eastland,51 Years,210
2019,Eastland,52 Years,173
2019,Eastland,53 Years,169
2019,Eastland,54 Years,224
2019,Eastland,55 Years,250
2019,Eastland,56 Years,191
2019,Eastland,57 Years,230
2019,Eastland,58 Years,279
2019,Eastland,59 Years,279
2019,Eastland,60 Years,291
2019,Eastland,61 Years,292
2019,Eastland,62 Years,285
2019,Eastland,63 Years,266
2019,Eastland,64 Years,273
2019,Eastland,65 Years,274
2019,Eastland,66 Years,215
2019,Eastland,67 Years,225
2019,Eastland,68 Years,237
2019,Eastland,69 Years,233
2019,Eastland,70 Years,214
2019,Eastland,71 Years,197
2019,Eastland,72 Years,229
2019,Eastland,73 Years,247
2019,Eastland,74 Years,176
2019,Eastland,75 Years,189
2019,Eastland,76 Years,144
2019,Eastland,77 Years,171
2019,Eastland,78 Years,156
2019,Eastland,79 Years,114
2019,Eastland,80 Years,130
2019,Eastland,81 Years,140
2019,Eastland,82 Years,111
2019,Eastland,83 Years,84
2019,Eastland,84 Years,84
2019,Eastland,85 Years,85
2019,Eastland,86 Years,49
2019,Eastland,87 Years,59
2019,Eastland,88 Years,45
2019,Eastland,89 Years,60
2019,Eastland,90 Years,30
2019,Eastland,91 Years,33
2019,Eastland,92 Years,16
2019,Eastland,93 Years,24
2019,Eastland,94 Years,22
2019,Eastland,95+ Years,39
2019,Ector,< 01 Year,"2,381"
2019,Ector,01 Years,"2,331"
2019,Ector,02 Years,"2,360"
2019,Ector,03 Years,"2,423"
2019,Ector,04 Years,"2,481"
2019,Ector,05 Years,"2,706"
2019,Ector,06 Years,"2,651"
2019,Ector,07 Years,"2,602"
2019,Ector,08 Years,"2,553"
2019,Ector,09 Years,"2,466"
2019,Ector,10 Years,"2,735"
2019,Ector,11 Years,"2,683"
2019,Ector,12 Years,"2,652"
2019,Ector,13 Years,"2,685"
2019,Ector,14 Years,"2,457"
2019,Ector,15 Years,"2,522"
2019,Ector,16 Years,"2,572"
2019,Ector,17 Years,"2,451"
2019,Ector,18 Years,"2,466"
2019,Ector,19 Years,"2,322"
2019,Ector,20 Years,"2,379"
2019,Ector,21 Years,"2,414"
2019,Ector,22 Years,"2,205"
2019,Ector,23 Years,"2,329"
2019,Ector,24 Years,"2,191"
2019,Ector,25 Years,"2,601"
2019,Ector,26 Years,"2,359"
2019,Ector,27 Years,"2,516"
2019,Ector,28 Years,"2,693"
2019,Ector,29 Years,"2,655"
2019,Ector,30 Years,"3,207"
2019,Ector,31 Years,"2,504"
2019,Ector,32 Years,"2,631"
2019,Ector,33 Years,"2,599"
2019,Ector,34 Years,"2,472"
2019,Ector,35 Years,"2,937"
2019,Ector,36 Years,"2,368"
2019,Ector,37 Years,"2,411"
2019,Ector,38 Years,"2,307"
2019,Ector,39 Years,"2,243"
2019,Ector,40 Years,"2,449"
2019,Ector,41 Years,"1,977"
2019,Ector,42 Years,"1,982"
2019,Ector,43 Years,"1,877"
2019,Ector,44 Years,"1,839"
2019,Ector,45 Years,"2,171"
2019,Ector,46 Years,"1,742"
2019,Ector,47 Years,"1,818"
2019,Ector,48 Years,"1,915"
2019,Ector,49 Years,"1,967"
2019,Ector,50 Years,"2,063"
2019,Ector,51 Years,"1,704"
2019,Ector,52 Years,"1,824"
2019,Ector,53 Years,"1,687"
2019,Ector,54 Years,"1,788"
2019,Ector,55 Years,"2,006"
2019,Ector,56 Years,"1,904"
2019,Ector,57 Years,"1,827"
2019,Ector,58 Years,"1,782"
2019,Ector,59 Years,"1,821"
2019,Ector,60 Years,"1,933"
2019,Ector,61 Years,"1,803"
2019,Ector,62 Years,"1,730"
2019,Ector,63 Years,"1,701"
2019,Ector,64 Years,"1,560"
2019,Ector,65 Years,"1,584"
2019,Ector,66 Years,"1,371"
2019,Ector,67 Years,"1,326"
2019,Ector,68 Years,"1,215"
2019,Ector,69 Years,"1,026"
2019,Ector,70 Years,"1,130"
2019,Ector,71 Years,913
2019,Ector,72 Years,996
2019,Ector,73 Years,829
2019,Ector,74 Years,666
2019,Ector,75 Years,657
2019,Ector,76 Years,661
2019,Ector,77 Years,617
2019,Ector,78 Years,484
2019,Ector,79 Years,482
2019,Ector,80 Years,441
2019,Ector,81 Years,416
2019,Ector,82 Years,467
2019,Ector,83 Years,278
2019,Ector,84 Years,325
2019,Ector,85 Years,360
2019,Ector,86 Years,230
2019,Ector,87 Years,253
2019,Ector,88 Years,212
2019,Ector,89 Years,137
2019,Ector,90 Years,150
2019,Ector,91 Years,155
2019,Ector,92 Years,125
2019,Ector,93 Years,70
2019,Ector,94 Years,65
2019,Ector,95+ Years,140
2019,El Paso,< 01 Year,"10,023"
2019,El Paso,01 Years,"9,988"
2019,El Paso,02 Years,"10,522"
2019,El Paso,03 Years,"11,126"
2019,El Paso,04 Years,"11,611"
2019,El Paso,05 Years,"11,851"
2019,El Paso,06 Years,"11,774"
2019,El Paso,07 Years,"11,916"
2019,El Paso,08 Years,"12,016"
2019,El Paso,09 Years,"12,078"
2019,El Paso,10 Years,"12,721"
2019,El Paso,11 Years,"13,114"
2019,El Paso,12 Years,"13,508"
2019,El Paso,13 Years,"13,424"
2019,El Paso,14 Years,"13,422"
2019,El Paso,15 Years,"13,809"
2019,El Paso,16 Years,"13,929"
2019,El Paso,17 Years,"13,863"
2019,El Paso,18 Years,"13,775"
2019,El Paso,19 Years,"14,480"
2019,El Paso,20 Years,"14,309"
2019,El Paso,21 Years,"14,377"
2019,El Paso,22 Years,"13,673"
2019,El Paso,23 Years,"13,659"
2019,El Paso,24 Years,"13,826"
2019,El Paso,25 Years,"13,937"
2019,El Paso,26 Years,"12,956"
2019,El Paso,27 Years,"13,011"
2019,El Paso,28 Years,"12,785"
2019,El Paso,29 Years,"12,638"
2019,El Paso,30 Years,"13,055"
2019,El Paso,31 Years,"11,377"
2019,El Paso,32 Years,"11,082"
2019,El Paso,33 Years,"10,970"
2019,El Paso,34 Years,"11,122"
2019,El Paso,35 Years,"11,816"
2019,El Paso,36 Years,"10,519"
2019,El Paso,37 Years,"10,752"
2019,El Paso,38 Years,"10,842"
2019,El Paso,39 Years,"10,307"
2019,El Paso,40 Years,"10,904"
2019,El Paso,41 Years,"9,350"
2019,El Paso,42 Years,"9,803"
2019,El Paso,43 Years,"9,927"
2019,El Paso,44 Years,"9,846"
2019,El Paso,45 Years,"10,692"
2019,El Paso,46 Years,"9,952"
2019,El Paso,47 Years,"10,698"
2019,El Paso,48 Years,"10,549"
2019,El Paso,49 Years,"10,430"
2019,El Paso,50 Years,"10,949"
2019,El Paso,51 Years,"9,763"
2019,El Paso,52 Years,"9,799"
2019,El Paso,53 Years,"9,710"
2019,El Paso,54 Years,"9,733"
2019,El Paso,55 Years,"10,409"
2019,El Paso,56 Years,"10,082"
2019,El Paso,57 Years,"10,133"
2019,El Paso,58 Years,"10,302"
2019,El Paso,59 Years,"10,308"
2019,El Paso,60 Years,"10,711"
2019,El Paso,61 Years,"9,735"
2019,El Paso,62 Years,"9,598"
2019,El Paso,63 Years,"9,208"
2019,El Paso,64 Years,"8,971"
2019,El Paso,65 Years,"8,963"
2019,El Paso,66 Years,"8,151"
2019,El Paso,67 Years,"7,821"
2019,El Paso,68 Years,"7,385"
2019,El Paso,69 Years,"7,041"
2019,El Paso,70 Years,"6,839"
2019,El Paso,71 Years,"6,354"
2019,El Paso,72 Years,"6,265"
2019,El Paso,73 Years,"5,840"
2019,El Paso,74 Years,"4,775"
2019,El Paso,75 Years,"4,546"
2019,El Paso,76 Years,"4,328"
2019,El Paso,77 Years,"3,999"
2019,El Paso,78 Years,"3,728"
2019,El Paso,79 Years,"3,444"
2019,El Paso,80 Years,"3,501"
2019,El Paso,81 Years,"3,029"
2019,El Paso,82 Years,"2,863"
2019,El Paso,83 Years,"2,528"
2019,El Paso,84 Years,"2,296"
2019,El Paso,85 Years,"2,274"
2019,El Paso,86 Years,"1,905"
2019,El Paso,87 Years,"1,678"
2019,El Paso,88 Years,"1,530"
2019,El Paso,89 Years,"1,380"
2019,El Paso,90 Years,"1,352"
2019,El Paso,91 Years,997
2019,El Paso,92 Years,811
2019,El Paso,93 Years,685
2019,El Paso,94 Years,503
2019,El Paso,95+ Years,"1,321"
2019,Erath,< 01 Year,391
2019,Erath,01 Years,452
2019,Erath,02 Years,450
2019,Erath,03 Years,464
2019,Erath,04 Years,460
2019,Erath,05 Years,502
2019,Erath,06 Years,505
2019,Erath,07 Years,509
2019,Erath,08 Years,498
2019,Erath,09 Years,463
2019,Erath,10 Years,492
2019,Erath,11 Years,496
2019,Erath,12 Years,491
2019,Erath,13 Years,544
2019,Erath,14 Years,507
2019,Erath,15 Years,463
2019,Erath,16 Years,488
2019,Erath,17 Years,533
2019,Erath,18 Years,"1,136"
2019,Erath,19 Years,"2,078"
2019,Erath,20 Years,"1,717"
2019,Erath,21 Years,"1,344"
2019,Erath,22 Years,"1,143"
2019,Erath,23 Years,878
2019,Erath,24 Years,772
2019,Erath,25 Years,593
2019,Erath,26 Years,492
2019,Erath,27 Years,542
2019,Erath,28 Years,539
2019,Erath,29 Years,543
2019,Erath,30 Years,533
2019,Erath,31 Years,489
2019,Erath,32 Years,503
2019,Erath,33 Years,498
2019,Erath,34 Years,420
2019,Erath,35 Years,516
2019,Erath,36 Years,444
2019,Erath,37 Years,447
2019,Erath,38 Years,413
2019,Erath,39 Years,489
2019,Erath,40 Years,448
2019,Erath,41 Years,411
2019,Erath,42 Years,425
2019,Erath,43 Years,417
2019,Erath,44 Years,354
2019,Erath,45 Years,430
2019,Erath,46 Years,365
2019,Erath,47 Years,382
2019,Erath,48 Years,394
2019,Erath,49 Years,388
2019,Erath,50 Years,472
2019,Erath,51 Years,397
2019,Erath,52 Years,349
2019,Erath,53 Years,461
2019,Erath,54 Years,427
2019,Erath,55 Years,469
2019,Erath,56 Years,476
2019,Erath,57 Years,408
2019,Erath,58 Years,477
2019,Erath,59 Years,469
2019,Erath,60 Years,517
2019,Erath,61 Years,488
2019,Erath,62 Years,458
2019,Erath,63 Years,440
2019,Erath,64 Years,462
2019,Erath,65 Years,449
2019,Erath,66 Years,464
2019,Erath,67 Years,406
2019,Erath,68 Years,380
2019,Erath,69 Years,363
2019,Erath,70 Years,386
2019,Erath,71 Years,357
2019,Erath,72 Years,424
2019,Erath,73 Years,401
2019,Erath,74 Years,264
2019,Erath,75 Years,268
2019,Erath,76 Years,292
2019,Erath,77 Years,245
2019,Erath,78 Years,196
2019,Erath,79 Years,188
2019,Erath,80 Years,177
2019,Erath,81 Years,144
2019,Erath,82 Years,143
2019,Erath,83 Years,125
2019,Erath,84 Years,125
2019,Erath,85 Years,117
2019,Erath,86 Years,139
2019,Erath,87 Years,59
2019,Erath,88 Years,86
2019,Erath,89 Years,74
2019,Erath,90 Years,57
2019,Erath,91 Years,30
2019,Erath,92 Years,61
2019,Erath,93 Years,30
2019,Erath,94 Years,16
2019,Erath,95+ Years,58
2019,Fannin,< 01 Year,341
2019,Fannin,01 Years,298
2019,Fannin,02 Years,346
2019,Fannin,03 Years,369
2019,Fannin,04 Years,400
2019,Fannin,05 Years,417
2019,Fannin,06 Years,395
2019,Fannin,07 Years,441
2019,Fannin,08 Years,375
2019,Fannin,09 Years,439
2019,Fannin,10 Years,428
2019,Fannin,11 Years,453
2019,Fannin,12 Years,479
2019,Fannin,13 Years,457
2019,Fannin,14 Years,483
2019,Fannin,15 Years,489
2019,Fannin,16 Years,464
2019,Fannin,17 Years,461
2019,Fannin,18 Years,381
2019,Fannin,19 Years,390
2019,Fannin,20 Years,380
2019,Fannin,21 Years,392
2019,Fannin,22 Years,365
2019,Fannin,23 Years,326
2019,Fannin,24 Years,394
2019,Fannin,25 Years,448
2019,Fannin,26 Years,426
2019,Fannin,27 Years,423
2019,Fannin,28 Years,435
2019,Fannin,29 Years,444
2019,Fannin,30 Years,469
2019,Fannin,31 Years,431
2019,Fannin,32 Years,420
2019,Fannin,33 Years,444
2019,Fannin,34 Years,450
2019,Fannin,35 Years,507
2019,Fannin,36 Years,440
2019,Fannin,37 Years,519
2019,Fannin,38 Years,474
2019,Fannin,39 Years,478
2019,Fannin,40 Years,560
2019,Fannin,41 Years,455
2019,Fannin,42 Years,399
2019,Fannin,43 Years,430
2019,Fannin,44 Years,355
2019,Fannin,45 Years,472
2019,Fannin,46 Years,425
2019,Fannin,47 Years,414
2019,Fannin,48 Years,440
2019,Fannin,49 Years,426
2019,Fannin,50 Years,447
2019,Fannin,51 Years,414
2019,Fannin,52 Years,464
2019,Fannin,53 Years,461
2019,Fannin,54 Years,467
2019,Fannin,55 Years,561
2019,Fannin,56 Years,491
2019,Fannin,57 Years,533
2019,Fannin,58 Years,503
2019,Fannin,59 Years,541
2019,Fannin,60 Years,586
2019,Fannin,61 Years,499
2019,Fannin,62 Years,493
2019,Fannin,63 Years,484
2019,Fannin,64 Years,470
2019,Fannin,65 Years,464
2019,Fannin,66 Years,432
2019,Fannin,67 Years,418
2019,Fannin,68 Years,406
2019,Fannin,69 Years,370
2019,Fannin,70 Years,430
2019,Fannin,71 Years,431
2019,Fannin,72 Years,382
2019,Fannin,73 Years,385
2019,Fannin,74 Years,276
2019,Fannin,75 Years,340
2019,Fannin,76 Years,291
2019,Fannin,77 Years,252
2019,Fannin,78 Years,257
2019,Fannin,79 Years,193
2019,Fannin,80 Years,225
2019,Fannin,81 Years,178
2019,Fannin,82 Years,175
2019,Fannin,83 Years,140
2019,Fannin,84 Years,135
2019,Fannin,85 Years,151
2019,Fannin,86 Years,110
2019,Fannin,87 Years,106
2019,Fannin,88 Years,44
2019,Fannin,89 Years,59
2019,Fannin,90 Years,58
2019,Fannin,91 Years,56
2019,Fannin,92 Years,34
2019,Fannin,93 Years,28
2019,Fannin,94 Years,19
2019,Fannin,95+ Years,56
2019,Gaines,< 01 Year,391
2019,Gaines,01 Years,416
2019,Gaines,02 Years,405
2019,Gaines,03 Years,396
2019,Gaines,04 Years,457
2019,Gaines,05 Years,386
2019,Gaines,06 Years,407
2019,Gaines,07 Years,396
2019,Gaines,08 Years,413
2019,Gaines,09 Years,415
2019,Gaines,10 Years,449
2019,Gaines,11 Years,410
2019,Gaines,12 Years,419
2019,Gaines,13 Years,403
2019,Gaines,14 Years,426
2019,Gaines,15 Years,443
2019,Gaines,16 Years,388
2019,Gaines,17 Years,443
2019,Gaines,18 Years,369
2019,Gaines,19 Years,357
2019,Gaines,20 Years,318
2019,Gaines,21 Years,302
2019,Gaines,22 Years,330
2019,Gaines,23 Years,319
2019,Gaines,24 Years,311
2019,Gaines,25 Years,349
2019,Gaines,26 Years,320
2019,Gaines,27 Years,307
2019,Gaines,28 Years,255
2019,Gaines,29 Years,277
2019,Gaines,30 Years,251
2019,Gaines,31 Years,291
2019,Gaines,32 Years,328
2019,Gaines,33 Years,285
2019,Gaines,34 Years,320
2019,Gaines,35 Years,297
2019,Gaines,36 Years,251
2019,Gaines,37 Years,205
2019,Gaines,38 Years,302
2019,Gaines,39 Years,277
2019,Gaines,40 Years,253
2019,Gaines,41 Years,253
